afsc,doc_type,category,first_page,last_page,page_count,ksa_cues,mapping_terms,text_length,score,sample_text
16G3,AFOCD,Operations,85,85,1,7,3,3733,19.37,"DAFOCD, 31 Oct 24 AFSC 16G4, Staff AFSC 16G3, Qualified AFSC 16G1, Entry AIR FORCE OPERATIONS STAFF OFFICER (Changed 31 Oct 23) 1. Specialty Summary. Develops and writes Air Force, joint services, or"
16G4,AFOCD,Operations,85,85,1,7,3,3733,19.37,"DAFOCD, 31 Oct 24 AFSC 16G4, Staff AFSC 16G3, Qualified AFSC 16G1, Entry AIR FORCE OPERATIONS STAFF OFFICER (Changed 31 Oct 23) 1. Specialty Summary. Develops and writes Air Force, joint services, or"
42N1,AFOCD,Operations,142,142,1,7,3,3686,19.37,"DAFOCD, 31 Oct 24 AFSC 42N4, Staff AFSC 42N3, Qualified AFSC 42N1, Entry AUDIOLOGIST (Changed 31 Oct 23) 1. Specialty Summary. Audiologists identify, assess, and manage disorders of the auditory and b"
42N3,AFOCD,Operations,142,142,1,7,3,3686,19.37,"DAFOCD, 31 Oct 24 AFSC 42N4, Staff AFSC 42N3, Qualified AFSC 42N1, Entry AUDIOLOGIST (Changed 31 Oct 23) 1. Specialty Summary. Audiologists identify, assess, and manage disorders of the auditory and b"
42N4,AFOCD,Operations,142,142,1,7,3,3686,19.37,"DAFOCD, 31 Oct 24 AFSC 42N4, Staff AFSC 42N3, Qualified AFSC 42N1, Entry AUDIOLOGIST (Changed 31 Oct 23) 1. Specialty Summary. Audiologists identify, assess, and manage disorders of the auditory and b"
44R1,AFOCD,Operations,173,173,1,7,3,3597,19.36,"DAFOCD, 31 Oct 24 AFSC 44R4*, Staff AFSC 44R3*, Qualified AFSC 44R1*, Entry RADIOLOGIST (Changed 30 Apr 24) 1. Specialty Summary. Makes and interprets diagnostic images; performs special procedures. M"
44R3,AFOCD,Operations,173,173,1,7,3,3597,19.36,"DAFOCD, 31 Oct 24 AFSC 44R4*, Staff AFSC 44R3*, Qualified AFSC 44R1*, Entry RADIOLOGIST (Changed 30 Apr 24) 1. Specialty Summary. Makes and interprets diagnostic images; performs special procedures. M"
44R4,AFOCD,Operations,173,173,1,7,3,3597,19.36,"DAFOCD, 31 Oct 24 AFSC 44R4*, Staff AFSC 44R3*, Qualified AFSC 44R1*, Entry RADIOLOGIST (Changed 30 Apr 24) 1. Specialty Summary. Makes and interprets diagnostic images; performs special procedures. M"
44H1,AFOCD,Operations,166,166,1,7,3,3417,19.34,"DAFOCD, 31 Oct 24 AFSC 44H4, Staff AFSC 44H3, Qualified AFSC 44H1, Entry NUCLEAR MEDICINE PHYSICIAN (Changed 31 Oct 21) 1. Specialty Summary. Uses radionuclides in diagnostic imaging, in treating dise"
44H3,AFOCD,Operations,166,166,1,7,3,3417,19.34,"DAFOCD, 31 Oct 24 AFSC 44H4, Staff AFSC 44H3, Qualified AFSC 44H1, Entry NUCLEAR MEDICINE PHYSICIAN (Changed 31 Oct 21) 1. Specialty Summary. Uses radionuclides in diagnostic imaging, in treating dise"
44H4,AFOCD,Operations,166,166,1,7,3,3417,19.34,"DAFOCD, 31 Oct 24 AFSC 44H4, Staff AFSC 44H3, Qualified AFSC 44H1, Entry NUCLEAR MEDICINE PHYSICIAN (Changed 31 Oct 21) 1. Specialty Summary. Uses radionuclides in diagnostic imaging, in treating dise"
44A1,AFOCD,Operations,160,160,1,7,3,3254,19.33,"DAFOCD, 31 Oct 24 AFSC 44A3, Qualified AFSC 44A1, Entry CHIEF OF MEDICAL STAFF (Changed 30 Apr 24) 1. Specialty Summary. Plans and administers medical services at base level medical treatment faciliti"
44A3,AFOCD,Operations,160,160,1,7,3,3254,19.33,"DAFOCD, 31 Oct 24 AFSC 44A3, Qualified AFSC 44A1, Entry CHIEF OF MEDICAL STAFF (Changed 30 Apr 24) 1. Specialty Summary. Plans and administers medical services at base level medical treatment faciliti"
47K1,AFOCD,Operations,205,205,1,7,3,3169,19.32,"DAFOCD, 31 Oct 24 AFSC 47K4, Staff AFSC 47K3, Qualified AFSC 47K1, Entry PEDIATRIC DENTIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats diseases, abnormalities, injuries a"
47K3,AFOCD,Operations,205,205,1,7,3,3169,19.32,"DAFOCD, 31 Oct 24 AFSC 47K4, Staff AFSC 47K3, Qualified AFSC 47K1, Entry PEDIATRIC DENTIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats diseases, abnormalities, injuries a"
47K4,AFOCD,Operations,205,205,1,7,3,3169,19.32,"DAFOCD, 31 Oct 24 AFSC 47K4, Staff AFSC 47K3, Qualified AFSC 47K1, Entry PEDIATRIC DENTIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats diseases, abnormalities, injuries a"
12S1,AFOCD,Operations,54,54,1,7,3,3061,19.31,"DAFOCD, 31 Oct 24 AFSC 12S4*, Staff AFSC 12S3*, Qualified AFSC 12S1*, Entry/Student SPECIAL OPERATIONS COMBAT SYSTEMS OFFICER (Changed 31 Oct 17) 1. Specialty Summary. Performs duties of navigator, fi"
12S3,AFOCD,Operations,54,54,1,7,3,3061,19.31,"DAFOCD, 31 Oct 24 AFSC 12S4*, Staff AFSC 12S3*, Qualified AFSC 12S1*, Entry/Student SPECIAL OPERATIONS COMBAT SYSTEMS OFFICER (Changed 31 Oct 17) 1. Specialty Summary. Performs duties of navigator, fi"
12S3A,AFOCD,Operations,54,54,1,7,3,3061,19.31,"DAFOCD, 31 Oct 24 AFSC 12S4*, Staff AFSC 12S3*, Qualified AFSC 12S1*, Entry/Student SPECIAL OPERATIONS COMBAT SYSTEMS OFFICER (Changed 31 Oct 17) 1. Specialty Summary. Performs duties of navigator, fi"
12S4,AFOCD,Operations,54,54,1,7,3,3061,19.31,"DAFOCD, 31 Oct 24 AFSC 12S4*, Staff AFSC 12S3*, Qualified AFSC 12S1*, Entry/Student SPECIAL OPERATIONS COMBAT SYSTEMS OFFICER (Changed 31 Oct 17) 1. Specialty Summary. Performs duties of navigator, fi"
12R1,AFOCD,Operations,53,53,1,7,3,3008,19.3,"DAFOCD, 31 Oct 24 AFSC 12R4*, Staff AFSC 12R3*, Qualified AFSC 12R1*, Entry/Student RECONNAISSANCE/SURVEILLANCE/ELECTRONIC WARFARE COMBAT SYSTEMS OFFICER (Changed 30 Apr 23) 1. Specialty Summary. Perf"
12R3C,AFOCD,Operations,53,53,1,7,3,3008,19.3,"DAFOCD, 31 Oct 24 AFSC 12R4*, Staff AFSC 12R3*, Qualified AFSC 12R1*, Entry/Student RECONNAISSANCE/SURVEILLANCE/ELECTRONIC WARFARE COMBAT SYSTEMS OFFICER (Changed 30 Apr 23) 1. Specialty Summary. Perf"
12R4,AFOCD,Operations,53,53,1,7,3,3008,19.3,"DAFOCD, 31 Oct 24 AFSC 12R4*, Staff AFSC 12R3*, Qualified AFSC 12R1*, Entry/Student RECONNAISSANCE/SURVEILLANCE/ELECTRONIC WARFARE COMBAT SYSTEMS OFFICER (Changed 30 Apr 23) 1. Specialty Summary. Perf"
47D1,AFOCD,Operations,200,200,1,7,3,3043,19.3,"DAFOCD, 31 Oct 24 AFSC 47D4, Staff AFSC 47D3, Qualified AFSC 47D1, Entry ORAL AND MAXILLOFACIAL PATHOLOGIST (Changed 31 Oct 23) 1. Specialty Summary. Examines and diagnoses pathologic conditions of th"
47D3,AFOCD,Operations,200,200,1,7,3,3043,19.3,"DAFOCD, 31 Oct 24 AFSC 47D4, Staff AFSC 47D3, Qualified AFSC 47D1, Entry ORAL AND MAXILLOFACIAL PATHOLOGIST (Changed 31 Oct 23) 1. Specialty Summary. Examines and diagnoses pathologic conditions of th"
47D4,AFOCD,Operations,200,200,1,7,3,3043,19.3,"DAFOCD, 31 Oct 24 AFSC 47D4, Staff AFSC 47D3, Qualified AFSC 47D1, Entry ORAL AND MAXILLOFACIAL PATHOLOGIST (Changed 31 Oct 23) 1. Specialty Summary. Examines and diagnoses pathologic conditions of th"
12B1,AFOCD,Operations,46,46,1,7,3,2853,19.29,"DAFOCD, 31 Oct 24 AFSC 12B4*, Staff AFSC 12B3*, Qualified AFSC 12B2*, Intermediate AFSC 12B1*, Entry/Student BOMBER COMBAT SYSTEMS OFFICER (Changed 31 Oct 21) 1. Specialty Summary. Performs duties of"
12B2,AFOCD,Operations,46,46,1,7,3,2853,19.29,"DAFOCD, 31 Oct 24 AFSC 12B4*, Staff AFSC 12B3*, Qualified AFSC 12B2*, Intermediate AFSC 12B1*, Entry/Student BOMBER COMBAT SYSTEMS OFFICER (Changed 31 Oct 21) 1. Specialty Summary. Performs duties of"
12B3,AFOCD,Operations,46,46,1,7,3,2853,19.29,"DAFOCD, 31 Oct 24 AFSC 12B4*, Staff AFSC 12B3*, Qualified AFSC 12B2*, Intermediate AFSC 12B1*, Entry/Student BOMBER COMBAT SYSTEMS OFFICER (Changed 31 Oct 21) 1. Specialty Summary. Performs duties of"
12B3C,AFOCD,Operations,46,46,1,7,3,2853,19.29,"DAFOCD, 31 Oct 24 AFSC 12B4*, Staff AFSC 12B3*, Qualified AFSC 12B2*, Intermediate AFSC 12B1*, Entry/Student BOMBER COMBAT SYSTEMS OFFICER (Changed 31 Oct 21) 1. Specialty Summary. Performs duties of"
12B4,AFOCD,Operations,46,46,1,7,3,2853,19.29,"DAFOCD, 31 Oct 24 AFSC 12B4*, Staff AFSC 12B3*, Qualified AFSC 12B2*, Intermediate AFSC 12B1*, Entry/Student BOMBER COMBAT SYSTEMS OFFICER (Changed 31 Oct 21) 1. Specialty Summary. Performs duties of"
47B1,AFOCD,Operations,199,199,1,7,3,2948,19.29,"DAFOCD, 31 Oct 24 AFSC 47B4 Staff AFSC 47B3 Qualified AFSC 47B1 Entry ORTHODONTIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats irregularities and malocclusions of teeth a"
47B3,AFOCD,Operations,199,199,1,7,3,2948,19.29,"DAFOCD, 31 Oct 24 AFSC 47B4 Staff AFSC 47B3 Qualified AFSC 47B1 Entry ORTHODONTIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats irregularities and malocclusions of teeth a"
47B4,AFOCD,Operations,199,199,1,7,3,2948,19.29,"DAFOCD, 31 Oct 24 AFSC 47B4 Staff AFSC 47B3 Qualified AFSC 47B1 Entry ORTHODONTIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats irregularities and malocclusions of teeth a"
12F1,AFOCD,Operations,48,48,1,7,3,2838,19.28,"DAFOCD, 31 Oct 24 AFSC 12F4*, Staff AFSC 12F3*, Qualified AFSC 12F1*, Entry/Student FIGHTER COMBAT SYSTEMS OFFICER (Changed 31 Oct 24) 1. Specialty Summary. Performs duties of weapon systems officer"
12F3,AFOCD,Operations,48,48,1,7,3,2838,19.28,"DAFOCD, 31 Oct 24 AFSC 12F4*, Staff AFSC 12F3*, Qualified AFSC 12F1*, Entry/Student FIGHTER COMBAT SYSTEMS OFFICER (Changed 31 Oct 24) 1. Specialty Summary. Performs duties of weapon systems officer"
12F3B,AFOCD,Operations,48,48,1,7,3,2838,19.28,"DAFOCD, 31 Oct 24 AFSC 12F4*, Staff AFSC 12F3*, Qualified AFSC 12F1*, Entry/Student FIGHTER COMBAT SYSTEMS OFFICER (Changed 31 Oct 24) 1. Specialty Summary. Performs duties of weapon systems officer"
12F4,AFOCD,Operations,48,48,1,7,3,2838,19.28,"DAFOCD, 31 Oct 24 AFSC 12F4*, Staff AFSC 12F3*, Qualified AFSC 12F1*, Entry/Student FIGHTER COMBAT SYSTEMS OFFICER (Changed 31 Oct 24) 1. Specialty Summary. Performs duties of weapon systems officer"
12H1,AFOCD,Operations,50,50,1,7,3,2603,19.26,"DAFOCD, 31 Oct 24 AFSC 12H4*, Staff AFSC 12H3*, Qualified AFSC 12H1*, Entry/Student RESCUE COMBAT SYSTEMS OFFICER (Established 31 Jan 12) 1. Specialty Summary. Performs duties of navigator to accompli"
12H3,AFOCD,Operations,50,50,1,7,3,2603,19.26,"DAFOCD, 31 Oct 24 AFSC 12H4*, Staff AFSC 12H3*, Qualified AFSC 12H1*, Entry/Student RESCUE COMBAT SYSTEMS OFFICER (Established 31 Jan 12) 1. Specialty Summary. Performs duties of navigator to accompli"
12H4,AFOCD,Operations,50,50,1,7,3,2603,19.26,"DAFOCD, 31 Oct 24 AFSC 12H4*, Staff AFSC 12H3*, Qualified AFSC 12H1*, Entry/Student RESCUE COMBAT SYSTEMS OFFICER (Established 31 Jan 12) 1. Specialty Summary. Performs duties of navigator to accompli"
11H1,AFOCD,Operations,38,38,1,7,3,2450,19.25,"DAFOCD, 31 Oct 24 AFSC 11H4*, Staff AFSC 11H3*, Aircraft Commander AFSC 11H2*, Qualified Pilot/Copilot AFSC 11H1*, Entry/Student RESCUE PILOT (Changed 30 Apr 23) 1. Specialty Summary. Pilots rescue ai"
11H2,AFOCD,Operations,38,38,1,7,3,2450,19.25,"DAFOCD, 31 Oct 24 AFSC 11H4*, Staff AFSC 11H3*, Aircraft Commander AFSC 11H2*, Qualified Pilot/Copilot AFSC 11H1*, Entry/Student RESCUE PILOT (Changed 30 Apr 23) 1. Specialty Summary. Pilots rescue ai"
11H3,AFOCD,Operations,38,38,1,7,3,2450,19.25,"DAFOCD, 31 Oct 24 AFSC 11H4*, Staff AFSC 11H3*, Aircraft Commander AFSC 11H2*, Qualified Pilot/Copilot AFSC 11H1*, Entry/Student RESCUE PILOT (Changed 30 Apr 23) 1. Specialty Summary. Pilots rescue ai"
11H4,AFOCD,Operations,38,38,1,7,3,2450,19.25,"DAFOCD, 31 Oct 24 AFSC 11H4*, Staff AFSC 11H3*, Aircraft Commander AFSC 11H2*, Qualified Pilot/Copilot AFSC 11H1*, Entry/Student RESCUE PILOT (Changed 30 Apr 23) 1. Specialty Summary. Pilots rescue ai"
12U3,AFOCD,Operations,55,55,1,7,3,2460,19.25,"DAFOCD, 31 Oct 24 AFSC 12U4*, Staff AFSC 12U3*, Qualified AFSC 12U1*, Entry/Student REMOTELY PILOTED AIRCRAFT (RPA) (Changed 31 Oct 12, Effective 27 Aug 12) 1. Specialty Summary. Operates specialized"
12U4,AFOCD,Operations,55,55,1,7,3,2460,19.25,"DAFOCD, 31 Oct 24 AFSC 12U4*, Staff AFSC 12U3*, Qualified AFSC 12U1*, Entry/Student REMOTELY PILOTED AIRCRAFT (RPA) (Changed 31 Oct 12, Effective 27 Aug 12) 1. Specialty Summary. Operates specialized"
12M1,AFOCD,Operations,52,52,1,7,3,2314,19.23,"DAFOCD, 31 Oct 24 AFSC 12M4*, Staff AFSC 12M3*, Qualified AFSC 12M1*, Entry/Student MOBILITY COMBAT SYSTEMS OFFICER (Changed 30 Apr 15) 1. Specialty Summary. Performs duties of CSO to accomplish mobil"
12M3,AFOCD,Operations,52,52,1,7,3,2314,19.23,"DAFOCD, 31 Oct 24 AFSC 12M4*, Staff AFSC 12M3*, Qualified AFSC 12M1*, Entry/Student MOBILITY COMBAT SYSTEMS OFFICER (Changed 30 Apr 15) 1. Specialty Summary. Performs duties of CSO to accomplish mobil"
12M4,AFOCD,Operations,52,52,1,7,3,2314,19.23,"DAFOCD, 31 Oct 24 AFSC 12M4*, Staff AFSC 12M3*, Qualified AFSC 12M1*, Entry/Student MOBILITY COMBAT SYSTEMS OFFICER (Changed 30 Apr 15) 1. Specialty Summary. Performs duties of CSO to accomplish mobil"
12G3,AFOCD,Operations,49,49,1,7,3,1849,19.18,"DAFOCD, 31 Oct 24 AFSC 12G4*, Staff AFSC 12G3*, Qualified GENERALIST COMBAT SYSTEMS OFFICER (Changed 30 Apr 12) 1. Specialty Summary. Develops plans and policies, monitors and evaluates operations, co"
12G3W,AFOCD,Operations,49,49,1,7,3,1849,19.18,"DAFOCD, 31 Oct 24 AFSC 12G4*, Staff AFSC 12G3*, Qualified GENERALIST COMBAT SYSTEMS OFFICER (Changed 30 Apr 12) 1. Specialty Summary. Develops plans and policies, monitors and evaluates operations, co"
12G4,AFOCD,Operations,49,49,1,7,3,1849,19.18,"DAFOCD, 31 Oct 24 AFSC 12G4*, Staff AFSC 12G3*, Qualified GENERALIST COMBAT SYSTEMS OFFICER (Changed 30 Apr 12) 1. Specialty Summary. Develops plans and policies, monitors and evaluates operations, co"
18G3,AFOCD,Operations,101,101,1,7,3,1484,19.15,"DAFOCD, 31 Oct 24 AFSC 18G4, Staff AFSC 18G3, Qualified GENERALIST REMOTELY PILOTED AIRCRAFT PILOT (Changed 30 Apr 12) 1. Specialty Summary. Develops plans and policies, monitors and evaluates operati"
18G4,AFOCD,Operations,101,101,1,7,3,1484,19.15,"DAFOCD, 31 Oct 24 AFSC 18G4, Staff AFSC 18G3, Qualified GENERALIST REMOTELY PILOTED AIRCRAFT PILOT (Changed 30 Apr 12) 1. Specialty Summary. Develops plans and policies, monitors and evaluates operati"
89G0,AFOCD,Operations,270,270,1,6,4,3925,18.89,"DAFOCD, 31 Oct 24 89G0, Combat Aviation Advisor 89H0, Combat Aviation Advisor Team Leader 89I0, Combat Aviation Advisor Mission Commander Officer Combat Aviation Advisor (Changed 31 Oct 20) 1. Special"
89H0,AFOCD,Operations,270,270,1,6,4,3925,18.89,"DAFOCD, 31 Oct 24 89G0, Combat Aviation Advisor 89H0, Combat Aviation Advisor Team Leader 89I0, Combat Aviation Advisor Mission Commander Officer Combat Aviation Advisor (Changed 31 Oct 20) 1. Special"
89I0,AFOCD,Operations,270,270,1,6,4,3925,18.89,"DAFOCD, 31 Oct 24 89G0, Combat Aviation Advisor 89H0, Combat Aviation Advisor Team Leader 89I0, Combat Aviation Advisor Mission Commander Officer Combat Aviation Advisor (Changed 31 Oct 20) 1. Special"
31P3,AFOCD,Operations,118,118,1,7,2,5811,18.08,"DAFOCD, 31 Oct 24 AFSC 31P4, Staff AFSC 31P3, Qualified AFSC 31P1, Entry SECURITY FORCES (Changed 30 Apr 24) 1. Specialty Summary. Leads, manages, and directs security forces (SF) activities. Included"
31P4,AFOCD,Operations,118,118,1,7,2,5811,18.08,"DAFOCD, 31 Oct 24 AFSC 31P4, Staff AFSC 31P3, Qualified AFSC 31P1, Entry SECURITY FORCES (Changed 30 Apr 24) 1. Specialty Summary. Leads, manages, and directs security forces (SF) activities. Included"
43P1,AFOCD,Operations,155,155,1,7,2,5396,18.04,"DAFOCD, 31 Oct 24 AFSC 43P4*, Staff AFSC 43P3*, Qualified AFSC 43P1*, Entry PHARMACIST (Changed 31 Oct 18) 1. Specialty Summary. Directs and manages the pharmacy department. Develops and coordinates p"
43P3,AFOCD,Operations,155,155,1,7,2,5396,18.04,"DAFOCD, 31 Oct 24 AFSC 43P4*, Staff AFSC 43P3*, Qualified AFSC 43P1*, Entry PHARMACIST (Changed 31 Oct 18) 1. Specialty Summary. Directs and manages the pharmacy department. Develops and coordinates p"
43P4,AFOCD,Operations,155,155,1,7,2,5396,18.04,"DAFOCD, 31 Oct 24 AFSC 43P4*, Staff AFSC 43P3*, Qualified AFSC 43P1*, Entry PHARMACIST (Changed 31 Oct 18) 1. Specialty Summary. Directs and manages the pharmacy department. Develops and coordinates p"
46Y1A,AFOCD,Operations,196,196,1,7,2,4926,17.99,"DAFOCD, 31 Oct 24 AFSC 46Y4*, Staff AFSC 46Y3*, Qualified AFSC 46Y1*, Entry ADVANCED PRACTICE REGISTERED NURSE (APRN) (Changed 31 Oct 23) 1. Specialty Summary. Includes nurse midwives, nurse anestheti"
46Y3,AFOCD,Operations,196,196,1,7,2,4926,17.99,"DAFOCD, 31 Oct 24 AFSC 46Y4*, Staff AFSC 46Y3*, Qualified AFSC 46Y1*, Entry ADVANCED PRACTICE REGISTERED NURSE (APRN) (Changed 31 Oct 23) 1. Specialty Summary. Includes nurse midwives, nurse anestheti"
46Y4,AFOCD,Operations,196,196,1,7,2,4926,17.99,"DAFOCD, 31 Oct 24 AFSC 46Y4*, Staff AFSC 46Y3*, Qualified AFSC 46Y1*, Entry ADVANCED PRACTICE REGISTERED NURSE (APRN) (Changed 31 Oct 23) 1. Specialty Summary. Includes nurse midwives, nurse anestheti"
46N1,AFOCD,Operations,192,192,1,7,2,4721,17.97,"DAFOCD, 31 Oct 24 AFSC 46N4*, Staff AFSC 46N3*, Qualified AFSC 46N1*, Entry CLINICAL NURSE (Changed 31 Oct 23) 1. Specialty Summary. Includes clinical nurses and clinical nurse specialists. Provides p"
46N1D,AFOCD,Operations,192,192,1,7,2,4721,17.97,"DAFOCD, 31 Oct 24 AFSC 46N4*, Staff AFSC 46N3*, Qualified AFSC 46N1*, Entry CLINICAL NURSE (Changed 31 Oct 23) 1. Specialty Summary. Includes clinical nurses and clinical nurse specialists. Provides p"
46N4,AFOCD,Operations,192,192,1,7,2,4721,17.97,"DAFOCD, 31 Oct 24 AFSC 46N4*, Staff AFSC 46N3*, Qualified AFSC 46N1*, Entry CLINICAL NURSE (Changed 31 Oct 23) 1. Specialty Summary. Includes clinical nurses and clinical nurse specialists. Provides p"
44F1,AFOCD,Operations,164,164,1,7,2,4508,17.95,"DAFOCD, 31 Oct 24 AFSC 44F4*, Staff AFSC 44F3*, Qualified AFSC 44F1*, Entry FAMILY PHYSICIAN (Changed 31 Oct 23) 1. Specialty Summary. Provides continuing, comprehensive health maintenance and medical"
44F3,AFOCD,Operations,164,164,1,7,2,4508,17.95,"DAFOCD, 31 Oct 24 AFSC 44F4*, Staff AFSC 44F3*, Qualified AFSC 44F1*, Entry FAMILY PHYSICIAN (Changed 31 Oct 23) 1. Specialty Summary. Provides continuing, comprehensive health maintenance and medical"
44F4,AFOCD,Operations,164,164,1,7,2,4508,17.95,"DAFOCD, 31 Oct 24 AFSC 44F4*, Staff AFSC 44F3*, Qualified AFSC 44F1*, Entry FAMILY PHYSICIAN (Changed 31 Oct 23) 1. Specialty Summary. Provides continuing, comprehensive health maintenance and medical"
13Z1,AFOCD,Operations,69,69,1,7,2,4069,17.91,"DAFOCD, 31 Oct 24 AFSC 13Z4, Staff AFSC 13Z3, Qualified AFSC 13Z1, Entry Level RATED MULTI-DOMAIN WARFARE OFFICER (Established 31 Oct 21) 1. Specialty Summary. Lead and perform operational level comma"
13Z4,AFOCD,Operations,69,69,1,7,2,4069,17.91,"DAFOCD, 31 Oct 24 AFSC 13Z4, Staff AFSC 13Z3, Qualified AFSC 13Z1, Entry Level RATED MULTI-DOMAIN WARFARE OFFICER (Established 31 Oct 21) 1. Specialty Summary. Lead and perform operational level comma"
42S1,AFOCD,Operations,145,145,1,7,2,4022,17.9,"DAFOCD, 31 Oct 24 AFSC 42S4, Staff AFSC 42S3, Qualified AFSC 42S1, Entry CLINICAL SOCIAL WORKER (Changed 31 Oct 23) 1. Specialty Summary. Clinical social work is a specialty practice area of social wo"
42S3,AFOCD,Operations,145,145,1,7,2,4022,17.9,"DAFOCD, 31 Oct 24 AFSC 42S4, Staff AFSC 42S3, Qualified AFSC 42S1, Entry CLINICAL SOCIAL WORKER (Changed 31 Oct 23) 1. Specialty Summary. Clinical social work is a specialty practice area of social wo"
42S4,AFOCD,Operations,145,145,1,7,2,4022,17.9,"DAFOCD, 31 Oct 24 AFSC 42S4, Staff AFSC 42S3, Qualified AFSC 42S1, Entry CLINICAL SOCIAL WORKER (Changed 31 Oct 23) 1. Specialty Summary. Clinical social work is a specialty practice area of social wo"
13O1,AFOCD,Operations,66,66,1,7,2,3820,17.88,"DAFOCD, 31 Oct 24 AFSC 13O4, Staff AFSC 13O3, Qualified AFSC 13O1, Entry Level MULTI-DOMAIN WARFARE OFFICER (Established 30 Apr 18, Changed 31 Oct 21) 1. Specialty Summary. Lead and perform operationa"
13O4,AFOCD,Operations,66,66,1,7,2,3820,17.88,"DAFOCD, 31 Oct 24 AFSC 13O4, Staff AFSC 13O3, Qualified AFSC 13O1, Entry Level MULTI-DOMAIN WARFARE OFFICER (Established 30 Apr 18, Changed 31 Oct 21) 1. Specialty Summary. Lead and perform operationa"
46P1,AFOCD,Operations,194,194,1,7,2,3608,17.86,"DAFOCD, 31 Oct 24 AFSC 46P4, Staff AFSC 46P3, Qualified AFSC 46P1, Entry MENTAL HEALTH NURSE (Changed 31 Oct 23) 1. Specialty Summary. Provides professional nursing care within scope of practice, esta"
46P3,AFOCD,Operations,194,194,1,7,2,3608,17.86,"DAFOCD, 31 Oct 24 AFSC 46P4, Staff AFSC 46P3, Qualified AFSC 46P1, Entry MENTAL HEALTH NURSE (Changed 31 Oct 23) 1. Specialty Summary. Provides professional nursing care within scope of practice, esta"
46P4,AFOCD,Operations,194,194,1,7,2,3608,17.86,"DAFOCD, 31 Oct 24 AFSC 46P4, Staff AFSC 46P3, Qualified AFSC 46P1, Entry MENTAL HEALTH NURSE (Changed 31 Oct 23) 1. Specialty Summary. Provides professional nursing care within scope of practice, esta"
45B1,AFOCD,Operations,181,181,1,7,2,3544,17.85,"DAFOCD, 31 Oct 24 AFSC 45B4*, Staff AFSC 45B3*, Qualified AFSC 45B1*, Entry ORTHOPAEDIC SURGEON (Changed 31 Oct 24) 1. Specialty Summary. Examines, diagnoses, and treats diseases and injuries of musc"
45B3,AFOCD,Operations,181,181,1,7,2,3544,17.85,"DAFOCD, 31 Oct 24 AFSC 45B4*, Staff AFSC 45B3*, Qualified AFSC 45B1*, Entry ORTHOPAEDIC SURGEON (Changed 31 Oct 24) 1. Specialty Summary. Examines, diagnoses, and treats diseases and injuries of musc"
45B4,AFOCD,Operations,181,181,1,7,2,3544,17.85,"DAFOCD, 31 Oct 24 AFSC 45B4*, Staff AFSC 45B3*, Qualified AFSC 45B1*, Entry ORTHOPAEDIC SURGEON (Changed 31 Oct 24) 1. Specialty Summary. Examines, diagnoses, and treats diseases and injuries of musc"
46A1,AFOCD,Operations,189,189,1,7,2,3458,17.85,"DAFOCD, 31 Oct 24 AFSC 46A4, Staff AFSC 46A3, Qualified AFSC 46A1, Entry NURSING ADMINISTRATOR (Changed 31 Oct 23) 1. Specialty Summary. Plans, organizes, executes, and directs nursing care practices."
46A3,AFOCD,Operations,189,189,1,7,2,3458,17.85,"DAFOCD, 31 Oct 24 AFSC 46A4, Staff AFSC 46A3, Qualified AFSC 46A1, Entry NURSING ADMINISTRATOR (Changed 31 Oct 23) 1. Specialty Summary. Plans, organizes, executes, and directs nursing care practices."
46A4,AFOCD,Operations,189,189,1,7,2,3458,17.85,"DAFOCD, 31 Oct 24 AFSC 46A4, Staff AFSC 46A3, Qualified AFSC 46A1, Entry NURSING ADMINISTRATOR (Changed 31 Oct 23) 1. Specialty Summary. Plans, organizes, executes, and directs nursing care practices."
45N1,AFOCD,Operations,184,184,1,7,2,3444,17.84,"DAFOCD, 31 Oct 24 AFSC 45N4*, Staff AFSC 45N3*, Qualified AFSC 45N1*, Entry OTOLARYNGOLOGIST – HEAD AND NECK SURGEON (Changed 30 Apr 24) 1. Specialty Summary. Examines, diagnoses, and treats, by surgi"
45N3,AFOCD,Operations,184,184,1,7,2,3444,17.84,"DAFOCD, 31 Oct 24 AFSC 45N4*, Staff AFSC 45N3*, Qualified AFSC 45N1*, Entry OTOLARYNGOLOGIST – HEAD AND NECK SURGEON (Changed 30 Apr 24) 1. Specialty Summary. Examines, diagnoses, and treats, by surgi"
45N4,AFOCD,Operations,184,184,1,7,2,3444,17.84,"DAFOCD, 31 Oct 24 AFSC 45N4*, Staff AFSC 45N3*, Qualified AFSC 45N1*, Entry OTOLARYNGOLOGIST – HEAD AND NECK SURGEON (Changed 30 Apr 24) 1. Specialty Summary. Examines, diagnoses, and treats, by surgi"
